id,nnights,nadults,nchildren,planning,sex,age,education,income,region,shopping,antiquing,scenery,eatfine,eatcasual,eatfamstyle,eatfastfood,museums,indoorpool,outdoorpool,hiking,gambling,boatswim,fishing,golfing,boattours,rideducks,amusepark,minigolf,gocarting,waterpark,circusworld,tbskishow,helicopter,horseride,standrock,outattract,nearbyattract,movietheater,concerttheater,barpubdance,shopbroadway,bungeejumping
483,2,4,No kids,This Month,Female,LT 25,HS Grad or Less,Lower Income,Madison,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO
484,3,4,2,One Month or More Ago,Female,25-34,HS Grad or Less,Lower Income,Other,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
485,3,2,4,One Month or More Ago,Male,45-54,College Grad,Lower Income,Other,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
486,0,2,No kids,One Month or More Ago,Female,LT 25,Some College,Lower Income,Madison,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
487,1,2,No kids,This Week,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO
488,4+,3,2,This Month,Female,65+,HS Grad or Less,Lower Income,Other,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
489,0,2,No kids,This Week,Female,LT 25,HS Grad or Less,Lower Income,Madison,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
490,1,2,No kids,This Month,Female,25-34,Some College,Lower Income,Madison,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO
491,0,2,No kids,This Month,Female,25-34,College Grad,,Madison,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
492,2,2,No kids,One Month or More Ago,Female,25-34,HS Grad or Less,,Madison,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES
493,0,2,1,This Month,Male,35-44,HS Grad or Less,,Madison,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO
494,3,2,No kids,This Month,Female,35-44,Some College,Lower Income,Other,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO
495,3,3,4,This Month,Male,45-54,HS Grad or Less,,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
496,1,2,2,One Month or More Ago,Male,35-44,HS Grad or Less,,Madison,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
497,2,2,No kids,This Week,Female,25-34,College Grad,,Other,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
498,3,2,2,This Month,Male,35-44,HS Grad or Less,Middle Income,Madison,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
499,0,1,2,This Month,Female,35-44,Some College,Lower Income,Madison,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
500,4+,4,5+,One Month or More Ago,Male,35-44,Some College,,Other Wisconsin,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO
501,2,2,2,One Month or More Ago,Female,35-44,HS Grad or Less,,Chicago,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
502,0,2,1,This Week,Male,25-34,HS Grad or Less,Lower Income,Madison,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
503,3,4,No kids,This Month,Male,LT 25,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES
504,4+,3,No kids,One Month or More Ago,Female,55-64,HS Grad or Less,,Other,YES,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO
505,1,4,2,This Week,Female,55-64,Some College,Lower Income,Milwaukee,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO
506,2,2,2,This Week,Female,25-34,HS Grad or Less,Lower Income,Milwaukee,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
507,1,2,2,This Week,Male,45-54,College Grad,Upper Income,Minneapolis/StPaul,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO
508,2,2,1,One Month or More Ago,Male,25-34,HS Grad or Less,Lower Income,Milwaukee,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
509,2,5+,2,One Month or More Ago,Female,45-54,HS Grad or Less,Lower Income,Other,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO
510,1,4,3,One Month or More Ago,Female,35-44,HS Grad or Less,Middle Income,Milwaukee,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO
511,0,2,2,This Week,Female,25-34,College Grad,Middle Income,Chicago,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
512,3,2,1,This Month,Female,55-64,HS Grad or Less,,Chicago,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
513,1,2,2,This Month,Female,35-44,College Grad,Middle Income,Other,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO
514,0,2,2,This Week,Male,45-54,Post Grad,,Other,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
515,2,3,3,This Month,Female,25-34,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES
516,0,1,3,This Week,Female,35-44,Post Grad,Upper Income,Madison,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO
517,0,2,3,This Week,Male,35-44,Some College,Middle Income,Milwaukee,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO
518,2,2,3,This Month,Male,35-44,Some College,Lower Income,Minneapolis/StPaul,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO
519,4+,2,2,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES
520,0,2,No kids,This Week,Male,35-44,Some College,Lower Income,Madison,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO
521,2,2,2,One Month or More Ago,Male,35-44,Some College,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES
522,3,2,3,This Week,Female,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
523,4+,1,2,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO
524,0,1,2,This Week,Female,25-34,Post Grad,Middle Income,Milwaukee,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO
525,0,2,2,This Month,Male,35-44,College Grad,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
526,0,4,4,One Month or More Ago,Male,35-44,College Grad,Middle Income,Madison,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO
527,0,3,1,This Month,Female,LT 25,College Grad,,Milwaukee,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO
528,4+,3,5+,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO
529,4+,3,3,One Month or More Ago,Female,35-44,HS Grad or Less,,Chicago,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
530,3,2,2,One Month or More Ago,Female,25-34,Some College,Middle Income,Minneapolis/StPaul,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES
531,1,2,3,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Other Wisconsin,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
532,3,2,2,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
533,3,2,2,This Month,Female,25-34,HS Grad or Less,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO
534,2,1,1,One Month or More Ago,Male,25-34,Post Grad,Lower Income,Other Wisconsin,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
535,0,2,3,One Month or More Ago,Female,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO
536,4+,5+,No kids,One Month or More Ago,Female,65+,HS Grad or Less,Lower Income,Other,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
537,2,2,2,This Week,Female,35-44,Post Grad,Upper Income,Minneapolis/StPaul,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO
538,4+,2,2,One Month or More Ago,Male,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
539,3,2,2,This Week,Male,45-54,HS Grad or Less,Lower Income,Other,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
540,3,2,3,This Month,Male,35-44,Some College,Lower Income,Other,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
541,2,2,3,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Other,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO
542,0,2,2,This Month,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO
543,0,2,3,This Week,Female,25-34,HS Grad or Less,Lower Income,Madison,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES
544,4+,2,2,This Week,Female,35-44,College Grad,Lower Income,Chicago,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES
545,0,2,No kids,This Week,Female,25-34,Some College,,Milwaukee,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
546,0,2,3,This Week,Male,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO
547,4+,2,4,This Month,Female,25-34,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO
548,2,1,2,This Week,Female,35-44,College Grad,Lower Income,Chicago,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO
549,2,3,2,One Month or More Ago,Female,65+,HS Grad or Less,,Chicago,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO
550,0,2,3,This Week,Male,35-44,College Grad,Middle Income,Madison,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,NO
551,2,2,2,One Month or More Ago,Male,35-44,Some College,Middle Income,Milwaukee,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO
552,2,4,No kids,This Month,Male,45-54,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO
553,1,2,3,This Month,Female,35-44,Some College,Lower Income,Other Wisconsin,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
554,3,2,2,This Month,Female,55-64,HS Grad or Less,,Minneapolis/StPaul,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO
555,4+,2,2,One Month or More Ago,Male,25-34,Some College,Lower Income,Other,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES
556,2,4,No kids,One Month or More Ago,Female,45-54,College Grad,Upper Income,Chicago,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES
557,2,2,1,This Month,Male,,,,Chicago,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
558,2,2,2,This Week,Male,35-44,Some College,Middle Income,Chicago,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO
559,3,2,2,This Week,Female,35-44,College Grad,,Chicago,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
560,2,2,1,This Week,Male,45-54,Post Grad,,Other,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
561,0,2,No kids,This Week,Female,45-54,College Grad,Middle Income,Madison,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
562,0,2,No kids,This Month,Male,55-64,College Grad,Middle Income,Madison,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO
563,0,2,2,This Month,Female,25-34,Some College,Lower Income,Madison,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO
564,3,2,2,One Month or More Ago,Male,35-44,Post Grad,Upper Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES
565,2,2,3,One Month or More Ago,Male,35-44,HS Grad or Less,Upper Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO
566,1,2,No kids,This Month,Male,55-64,College Grad,Middle Income,Other,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
567,0,4,2,This Week,Male,45-54,Post Grad,,Milwaukee,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO
568,0,2,4,This Month,Male,45-54,College Grad,Upper Income,Chicago,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
569,0,2,No kids,This Week,Female,35-44,Post Grad,Middle Income,Madison,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO
570,0,2,No kids,This Week,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO
571,2,2,2,One Month or More Ago,Male,25-34,College Grad,Lower Income,Chicago,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO
572,0,2,No kids,This Week,Male,25-34,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO
573,2,2,3,This Month,Female,35-44,Post Grad,,Other Wisconsin,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO
574,0,5+,No kids,This Week,Male,65+,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
575,0,2,2,This Week,Female,45-54,HS Grad or Less,Lower Income,Other Wisconsin,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO
576,3,2,2,One Month or More Ago,Male,25-34,Some College,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO
577,4+,2,No kids,One Month or More Ago,Male,25-34,HS Grad or Less,,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO
578,2,1,2,This Week,Male,45-54,Some College,Middle Income,Madison,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO
579,0,4,No kids,This Week,Male,65+,HS Grad or Less,,Madison,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO
580,3,2,2,This Month,Male,35-44,College Grad,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO
581,4+,4,No kids,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Chicago,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO
582,2,2,2,This Month,Female,35-44,HS Grad or Less,Middle Income,Milwaukee,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO
